-281.113, 118.694, -259.611, 106.639, -269.051, 157.359, -236.329, 143.505
-309.319, 130.117, -284.857, 119.259, -297.292, 170.835, -263.757, 158.632
-309.319, 130.117, -284.857, 119.259, -297.292, 170.835, -263.757, 158.632
-313.223, 127.713, -289.585, 116.382, -301.392, 168.337, -266.898, 156.052
-313.985, 126.451, -290.682, 115.248, -302.923, 166.517, -268.832, 154.108
-312.763, 125.84, -290.119, 114.305, -301.366, 166.442, -268.185, 153.557
-299.619, 126.146, -275.814, 115.192, -287.292, 166.835, -253.913, 154.19
-293.985, 126.771, -270.621, 115.275, -283.392, 166.337, -249.302, 154.597
-287.773, 126.072, -263.761, 114.915, -276.711, 166.275, -242.346, 153.013
-279.819, 124.117, -256.182, 113.002, -267.979, 163.987, -234.235, 150.219
-278.319, 124.117, -254.785, 112.796, -266.866, 163.442, -234.257, 150.686
-274.652, 123.484, -250.702, 111.87, -263.173, 162.519, -229.613, 149.001
-268.319, 121.617, -245.311, 110.032, -257.038, 160.633, -224.431, 147.282
-266.715, 120.855, -242.684, 109.541, -254.509, 159.672, -221.833, 146.732
-260.819, 119.617, -237.792, 108.384, -249.077, 158.291, -216.839, 144.329
-254.172, 117.764, -231.708, 106.444, -243.032, 156.442, -210.19, 142.758
-252.022, 117.302, -229.183, 106.052, -240.866, 154.942, -208.904, 141.968
-247.207, 116.228, -224.693, 104.506, -236.328, 153.996, -204.299, 140.317
-241.512, 114.81, -219.081, 103.14, -230.366, 151.942, -197.843, 138.797
-238.819, 114.117, -216.804, 102.205, -227.78, 151.761, -196.055, 137.319
-236.017, 113.402, -214.261, 101.723, -225.397, 150.723, -193.758, 137.443
-229.961, 111.689, -207.97, 99.752, -218.349, 148.243, -187.44, 135.037
-228.414, 111.522, -205.658, 99.2626, -216.308, 147.782, -185.143, 133.375
-223.79, 110.491, -201.642, 98.1532, -212.289, 146.131, -181.706, 132.718
-218.743, 109.435, -196.88, 96.677, -207.183, 144.368, -176.357, 130.442
-214.819, 108.117, -193.261, 95.6084, -203.366, 142.942, -172.16, 129.259
-209.594, 106.211, -188.126, 94.133, -198.247, 141.966, -168.366, 127.816
-208.01, 106.037, -186.365, 93.6188, -196.177, 140.58, -166.714, 127.528
-201.927, 104.545, -180.829, 92.3242, -190.125, 138.534, -159.928, 124.713
-199.242, 103.822, -178.299, 91.5241, -188.642, 137.609, -158.746, 123.849
-195.871, 102.658, -175.157, 90.4359, -184.929, 136.561, -155.974, 122.803
-192.741, 101.04, -171.403, 89.525, -181.142, 135.113, -151.819, 121.619
-190.017, 100.918, -169.458, 88.8296, -178.271, 134.296, -149.442, 120.434
-183.319, 98.6173, -162.814, 86.9557, -172.31, 131.942, -142.954, 117.933
-181.79, 98.4059, -161.493, 86.175, -171.032, 132.365, -141.987, 118.131
-176.173, 97.086, -156.396, 84.6972, -165.366, 129.442, -136.315, 115.373
-172.848, 95.7545, -152.839, 83.7797, -160.623, 127.913, -133.377, 114.039
-170.801, 95.3478, -151.126, 83.133, -159.143, 127.215, -130.79, 112.959
-167.407, 94.029, -147.709, 82.0013, -155.114, 126.126, -127.942, 112.474
-165.549, 94.1942, -146.14, 81.6121, -153.778, 125.288, -126.19, 111.021
-162.85, 93.0235, -143.14, 80.6121, -150.577, 123.924, -123.25, 110.408
-159.452, 92.0935, -140.14, 79.6121, -148.082, 123.299, -120.17, 108.664
-155.539, 90.7053, -136.396, 78.6972, -143.571, 121.604, -116.582, 107.164
-154.08, 90.4404, -134.989, 77.6873, -142.351, 121.275, -114.486, 107.162
-152.423, 89.8458, -133.382, 77.9272, -140.667, 120.813, -113.265, 106.457
-148.622, 88.6914, -129.854, 76.1744, -136.488, 118.792, -110.443, 104.503
-145.523, 86.7693, -126.477, 74.8212, -133.132, 117.542, -106.421, 103.072
-140.639, 86.2327, -122.14, 73.6121, -128.56, 115.193, -102.504, 100.924
-140.639, 86.2327, -122.14, 73.6121, -128.56, 115.193, -102.504, 100.924
-136.713, 85.0383, -118.18, 72.2484, -125.394, 113.66, -98.2007, 99.1981
-131.775, 83.3274, -113.998, 70.5818, -118.819, 111.62, -93.7952, 97.0756
-130.319, 82.7309, -112.287, 70.2587, -118.34, 110.825, -92.4474, 96.2569
-126.597, 81.2023, -109.37, 69.3304, -115.44, 110.034, -89.3443, 95.5673
-125.536, 81.1942, -107.883, 68.9847, -113.398, 108.694, -88.7086, 95.0235
-120.958, 79.2569, -103.232, 67.3857, -108.866, 107.442, -83.4998, 92.7699
-119.206, 78.5043, -101.998, 66.5818, -107.136, 106.302, -81.6219, 92.1523
-117.131, 79.1173, -99.9955, 66.4518, -105.175, 105.918, -80.0672, 90.9226
-112.746, 76.9848, -95.8896, 64.6199, -100.693, 103.715, -76.2201, 89.3777
-109.884, 75.9289, -92.8896, 63.6199, -96.7167, 102.736, -73.5719, 88.7891
-107.114, 74.4652, -90.3417, 63.1732, -94.7101, 101.142, -70.4511, 85.9811
-104.496, 74.6025, -87.3739, 62.0871, -90.9742, 99.5336, -67.684, 85.6554
-102.666, 73.5131, -86.256, 61.6713, -90.3643, 99.1319, -66.9714, 84.8496
-101.567, 73.3265, -84.6875, 61.0426, -89.177, 98.6891, -65.2662, 84.7871
-96.3411, 71.3065, -80.8444, 59.5308, -84.2089, 96.4798, -60.9449, 82.4715
-95.775, 71.3274, -79.3704, 59.2745, -82.7402, 96.3669, -59.9617, 82.0275
-92.9185, 70.1773, -77.1034, 58.1493, -81.0247, 95.226, -57.7831, 81.6585
-90.3688, 69.5104, -74.9378, 57.5565, -77.9516, 93.7413, -55.4744, 80.2824
-89.2579, 68.7021, -73.7867, 57.163, -76.5155, 93.3695, -54.1742, 79.5173
-85.4943, 67.793, -70.261, 55.9151, -72.5223, 91.9619, -50.4616, 76.9217
-84.7031, 67.0019, -69.1516, 55.5557, -71.8576, 91.1677, -49.396, 77.1958
-82.619, 66.6391, -67.4817, 54.8775, -69.5174, 89.8258, -48.1455, 77.0496
-78.9257, 65.0994, -63.5815, 53.5903, -66.1501, 88.4505, -43.6582, 74.0611
-77.8499, 64.598, -62.7724, 53.5681, -64.846, 88.5791, -43.6864, 74.5146
-73.4735, 63.1444, -58.7069, 51.6987, -59.5866, 85.6949, -38.8822, 72.1194
-72.139, 62.7609, -57.761, 51.4151, -59.1185, 84.847, -37.9683, 70.9838
-71.4278, 62.6173, -56.9502, 51.2574, -58.1898, 84.3597, -37.7331, 71.4735
-68.8698, 61.4463, -54.6896, 50.4508, -55.7659, 83.4869, -35.4274, 69.9301
-67.0228, 60.7571, -53.1095, 49.6597, -54.0121, 82.9217, -34.0721, 69.3871
-64.5286, 59.6218, -50.8527, 48.8276, -52.0417, 81.3926, -31.6955, 68.2879
-63.9514, 59.9844, -49.9969, 48.7246, -50.8656, 81.4249, -30.5337, 67.4923
-60.7457, 58.2323, -46.9605, 47.4879, -47.9125, 78.9966, -27.6834, 66.2647
-59.6935, 58.1339, -46.1689, 47.1432, -46.039, 78.9485, -26.4976, 65.6493
-56.8846, 57.6487, -43.5055, 46.124, -43.9733, 77.0342, -23.759, 64.2723
-55.8839, 56.4696, -42.4362, 45.6929, -42.7996, 77.1117, -23.0225, 63.9888
-53.0636, 55.7202, -40.1721, 44.5995, -39.9391, 75.5301, -20.998, 62.7572
-51.9595, 54.7301, -38.7, 44.5452, -38.6628, 74.7585, -19.8322, 62.2458
-49.5696, 54.3661, -36.8372, 43.7587, -35.9777, 73.7626, -18.123, 61.1879
-46.6224, 52.9849, -34.3303, 42.7246, -33.5948, 72.0231, -15.7891, 59.5077
-46.424, 52.9928, -34.0806, 42.4053, -33.7288, 72.2708, -15.2679, 59.3155
-43.9715, 51.8045, -31.6896, 41.4508, -31.1724, 70.3784, -13.1206, 57.9637
-43.6969, 52.2389, -30.9239, 41.2944, -29.6716, 70.177, -11.881, 57.6488
-41.0485, 50.4316, -29.0812, 40.2353, -28.0269, 68.4952, -9.92859, 56.1442
-40.7384, 50.4268, -28.506, 40.2243, -28.0187, 68.5493, -10.1467, 56.0788
-37.9807, 49.0632, -25.8061, 39.1582, -23.9752, 66.8626, -7.90897, 55.2354
-37.9807, 49.0632, -25.8061, 39.1582, -23.9752, 66.8626, -7.90897, 55.2354
-35.6086, 48.3748, -23.761, 38.2329, -22.2946, 65.8389, -6.17249, 53.4989
-34.3394, 47.218, -22.7235, 37.7609, -21.1737, 64.5984, -3.72742, 52.7184
-32.5768, 46.7798, -21.5985, 37.3193, -19.8818, 63.9136, -3.34158, 51.8726
-31.8185, 46.3673, -20.8061, 36.9935, -19.0567, 63.3285, -1.81125, 50.9668
-30.7934, 45.8182, -19.7724, 36.3242, -17.9036, 62.5663, -2.14664, 51.3509
-28.0033, 44.7368, -17.5684, 35.4818, -15.6921, 61.3883, -0.37323, 49.6963
-26.7267, 43.6922, -16.6721, 35.1336, -13.6472, 60.5809, 2.07767, 48.6031
-26.6333, 43.6284, -15.8914, 34.9151, -13.9433, 60.222, 1.63812, 48.3383
-24.6966, 43.4059, -14.505, 33.9082, -11.8373, 58.6732, 4.25589, 46.8536
-24.2114, 42.7006, -13.761, 33.9151, -11.0639, 58.4495, 4.1257, 47.6579
-22.8087, 41.731, -12.6721, 33.1336, -9.46045, 57.2333, 5.85187, 45.9616
-21.981, 42.0329, -11.8914, 32.9151, -9.34808, 57.1129, 6.46771, 45.5924
-21.5265, 41.3665, -11.5906, 32.4469, -7.98764, 56.236, 5.89578, 45.977
-20.1649, 40.5087, -10.1849, 31.9151, -7.73343, 55.588, 8.16733, 44.7432
-19.1472, 40.2014, -9.76102, 31.9151, -5.80865, 54.9165, 7.90686, 43.7281
-18.2063, 39.784, -8.67212, 31.1336, -5.93271, 54.0882, 8.32465, 43.5814
-16.3585, 39.1773, -7.3172, 30.7316, -4.15427, 53.1858, 10.3043, 42.6079
-16.0387, 38.8971, -6.71393, 30.4151, -3.39172, 52.9439, 9.98578, 42.1944
-15.163, 38.5951, -6.39435, 29.9818, -3.14148, 52.3557, 10.0363, 41.9736
-13.7004, 37.3519, -4.64679, 29.166, -1.39172, 50.9439, 12.0528, 40.875
-13.7004, 37.3519, -4.64679, 29.166, -1.39172, 50.9439, 12.0528, 40.875
-12.2757, 36.2931, -3.76102, 28.4151, 0.309082, 50.0684, 12.7019, 40.0543
-12.0365, 36.3902, -3.6998, 28.1362, 0.168915, 50.0638, 14.1702, 39.1793
-10.9315, 36.0157, -2.68811, 27.8665, 1.34506, 48.5723, 14.3077, 39.163
-10.507, 35.0887, -1.92767, 27.4661, 2.35397, 48.3419, 13.8078, 38.2584
-10.4459, 35.3439, -1.71393, 27.4151, 2.21716, 48.4822, 13.7986, 37.9515
-8.41501, 34.0033, -0.0665588, 26.4058, 4.34995, 46.6564, 16.3694, 37.2212
-8.41501, 34.0033, -0.0665588, 26.4058, 4.34995, 46.6564, 16.3694, 37.2212
-7.81851, 33.6173, 0.35321, 26.166, 4.08966, 46.0089, 16.0997, 36.5434
-6.82693, 33.0045, 1.17776, 25.694, 4.45654, 45.213, 16.5628, 36.1236
-5.99258, 32.6395, 1.88138, 25.3067, 6.41183, 44.4775, 18.2206, 35.0176
-5.29541, 32.2575, 2.16608, 25.047, 6.362, 44.1695, 18.5923, 34.9892
-4.65186, 31.4222, 2.89584, 24.5327, 6.75238, 43.6428, 17.7551, 34.0417
-4.10977, 31.5735, 3.17776, 24.1362, 7.88345, 43.0756, 18.3858, 33.8806
-3.29156, 31.0583, 3.9931, 23.6841, 8.21716, 42.4822, 20.2713, 33.2118
-3.04608, 30.4474, 4.20706, 23.5676, 8.20064, 41.8896, 20.0421, 32.7934
-2.3053, 29.713, 4.99487, 23.1912, 9.35893, 40.984, 20.3582, 31.7041
-1.85184, 29.6284, 5.26132, 22.6127, 9.83401, 40.3377, 19.6995, 31.9243
-1.13809, 29.4674, 5.38864, 22.4967, 9.84946, 39.7948, 19.8302, 32.1013
-0.526428, 29.0859, 5.98816, 22.2387, 10.0661, 39.8405, 20.0807, 32.1669
-0.318512, 28.1173, 6.3002, 21.8743, 10.4222, 39.1136, 20.4366, 30.6189
-0.380829, 27.7886, 6.33755, 21.7395, 10.9008, 38.972, 20.8409, 29.6593
0.882751, 27.5827, 7.23898, 20.9151, 11.6632, 37.3521, 22.1429, 28.9822
0.834381, 27.2197, 7.36398, 20.9151, 12.1448, 37.4436, 22.5432, 29.4588
1.68796, 27.0089, 7.42627, 20.5921, 12.405, 37.3755, 22.4884, 29.2397
1.5488, 26.6205, 8.07233, 20.3067, 12.6576, 36.8508, 22.0635, 28.142
1.8092, 26.4895, 8.17776, 20.1362, 12.8137, 36.2589, 21.8762, 27.7106
2.74399, 26.1619, 8.31506, 19.7774, 13.051, 35.1749, 21.7902, 28.0006
3.33029, 24.8524, 9.07233, 19.3067, 13.5302, 35.0749, 22.1393, 27.9031
3.59567, 24.9275, 9.07233, 19.3067, 13.8529, 34.4151, 22.3684, 27.4928
3.72867, 24.8405, 9.23898, 18.9151, 13.6404, 34.2974, 22.254, 26.7805
3.5488, 24.6205, 9.31506, 18.7774, 13.7404, 33.2769, 22.1749, 25.7627
4.3027, 23.9228, 9.67648, 18.4597, 14.3612, 33.569, 22.3319, 26.3327
4.3389, 24.1173, 9.8038, 18.4244, 14.6474, 33.0154, 22.2122, 26.3436
4.45529, 23.5756, 10.1627, 18.0054, 14.5806, 33.0671, 22.641, 26.5019
5.23917, 23.1654, 10.2613, 17.6127, 14.6437, 31.8708, 23.0467, 25.1838
5.56113, 22.8827, 10.2157, 17.381, 15.247, 31.1776, 23.1852, 23.821
5.62915, 22.4795, 10.085, 17.2167, 15.2922, 31.6101, 23.4639, 23.8294
5.68149, 22.1173, 10.5336, 16.5683, 15.8835, 30.7855, 23.5018, 23.9263
5.66394, 21.6962, 10.8552, 16.5542, 15.5582, 30.1054, 23.4206, 24.1413
5.74399, 21.2185, 11.2279, 16.3262, 15.567, 28.8293, 23.6783, 22.9855
5.896, 21.5117, 11.0723, 16.1352, 15.3268, 29.1964, 23.6361, 22.444
6.44681, 20.9586, 11.239, 15.9151, 15.6945, 28.9693, 23.5813, 21.9522
6.77588, 21.1158, 11.2604, 15.7039, 15.8598, 28.3577, 23.727, 21.6551
6.63306, 20.7597, 11.2003, 15.6592, 15.6663, 28.2545, 23.5861, 21.697
6.8215, 20.5973, 11.2892, 15.6206, 15.9168, 27.2015, 23.4725, 21.9757
7.52786, 19.1245, 11.4056, 15.0209, 16.3438, 27.3656, 22.88, 21.2655
7.64444, 18.9107, 11.3335, 14.7467, 16.3956, 27.296, 22.9741, 21.1466
7.55869, 19.1524, 11.3335, 14.7467, 16.3716, 26.8225, 23.1743, 20.1768
7.88547, 18.6173, 12.0096, 14.2748, 15.9533, 25.6021, 23.0978, 19.821
7.88547, 18.6173, 12.0096, 14.2748, 15.9533, 25.6021, 23.0978, 19.821
7.80484, 18.8351, 12.0087, 13.9606, 15.9796, 25.6936, 22.4745, 20.3263
7.57214, 18.3239, 12.088, 13.5818, 16.3471, 25.3322, 22.1525, 20.3974
7.73569, 17.9479, 12.1428, 13.5369, 16.4627, 25.4609, 22.3502, 20.446
7.69934, 18.0459, 12.119, 13.3651, 16.271, 24.9899, 22.3874, 20.0541
7.91312, 17.1173, 12.0471, 13.0094, 16.2317, 24.7966, 21.8333, 19.0238
7.86777, 17.5388, 12.1253, 13.0054, 15.9533, 23.6021, 21.9125, 17.8063
8.29303, 16.9139, 12.2503, 12.7921, 16.0425, 23.2803, 21.668, 17.3341
8.3736, 16.943, 12.2003, 12.6592, 16.3214, 23.0622, 21.4713, 17.9109
8.55505, 17.1259, 12.1452, 12.5505, 16.4075, 23.3728, 21.9831, 17.6808
8.37482, 16.6786, 12.0723, 12.3067, 16.3026, 23.144, 21.754, 17.7566
8.18149, 16.1173, 12.0074, 11.8473, 16.0342, 22.2597, 22.2703, 16.912
8.18149, 16.1173, 12.0074, 11.8473, 16.0342, 22.2597, 22.2703, 16.912
8.54559, 15.5096, 12.1001, 11.6713, 16.1067, 20.8492, 22.1602, 16.004
8.74933, 15.4019, 12.1508, 11.2876, 16.1155, 20.89, 22.597, 14.8528
8.74933, 15.4019, 12.1508, 11.2876, 16.1155, 20.89, 22.597, 14.8528
8.60068, 14.9153, 12.1482, 10.9019, 16.0952, 21.3259, 22.0274, 14.8591
9.42676, 15.0509, 12.2083, 10.8633, 16.014, 20.9337, 21.6716, 15.69
9.4386, 14.7775, 12.23, 10.8347, 15.7584, 20.3772, 21.2836, 16.1324
9.4541, 14.638, 12.1464, 10.9707, 15.8194, 19.9006, 20.9608, 16.2677
8.74512, 14.6536, 11.9747, 10.3528, 15.8928, 18.9388, 20.3805, 16.0106
8.7218, 13.9184, 11.739, 10.4151, 16.1126, 18.8905, 20.0021, 15.4172
8.83575, 13.7715, 11.6846, 10.3644, 15.7923, 18.9128, 19.8915, 14.7794
8.86667, 13.6574, 11.3899, 10.2484, 15.5582, 19.1371, 19.9855, 14.1282
8.89334, 13.6827, 11.4691, 10.2357, 15.5725, 19.1228, 19.8081, 13.7514
9.1337, 12.8783, 11.3922, 10.0296, 15.6633, 17.8055, 19.8968, 13.4902
9.1337, 12.8783, 11.3922, 10.0296, 15.6633, 17.8055, 19.8968, 13.4902
9.37482, 13.0119, 11.2604, 9.70387, 15.3333, 17.5413, 19.4951, 13.5093
9.01743, 12.5626, 11.3026, 9.37268, 15.1981, 17.2523, 20.118, 13.1789
8.68149, 12.6173, 11.3026, 9.37268, 15.2058, 17.4387, 19.3708, 12.7581
8.6579, 12.5848, 11.1365, 9.08635, 15.2608, 17.3826, 19.5873, 12.4854
